source,title,price,category,rating,availability,scraped_at
books_toscrape,Libertarianism for Beginners,51.33,Politics,Two,In stock (19 available),2025-09-24T12:40:37.235741
books_toscrape,It's Only the Himalayas,45.17,Travel,Two,In stock (19 available),2025-09-24T12:40:38.110089
books_toscrape,In Her Wake,12.84,Thriller,One,In stock (19 available),2025-09-24T12:40:40.996201
books_toscrape,How Music Works,37.32,Music,Two,In stock (19 available),2025-09-24T12:40:41.783232
books_toscrape,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,Food and Drink,Three,In stock (19 available),2025-09-24T12:40:42.578770
books_toscrape,Chase Me (Paris Nights #2),25.27,Romance,Five,In stock (19 available),2025-09-24T12:40:43.382326
books_toscrape,Black Dust,34.53,Romance,Five,In stock (19 available),2025-09-24T12:40:44.189994
books_toscrape,Birdsong: A Story in Pictures,54.64,Childrens,Three,In stock (19 available),2025-09-24T12:40:44.993784
books_toscrape,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,Default,Three,In stock (19 available),2025-09-24T12:40:45.776539
books_toscrape,Aladdin and His Wonderful Lamp,53.13,Default,Three,In stock (19 available),2025-09-24T12:40:46.561538
books_toscrape,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,Nonfiction,Five,In stock (18 available),2025-09-24T12:40:47.362811
books_toscrape,Wall and Piece,44.18,Art,Four,In stock (18 available),2025-09-24T12:40:48.164623
books_toscrape,The Four Agreements: A Practical Guide to Personal Freedom,17.66,Spirituality,Five,In stock (18 available),2025-09-24T12:40:48.952611
books_toscrape,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,Nonfiction,Three,In stock (18 available),2025-09-24T12:40:49.754184
books_toscrape,The Elephant Tree,23.82,Thriller,Five,In stock (18 available),2025-09-24T12:40:50.551232
books_toscrape,The Bear and the Piano,36.89,Childrens,One,In stock (18 available),2025-09-24T12:40:51.427658
books_toscrape,Sophie's World,15.94,Philosophy,Five,In stock (18 available),2025-09-24T12:40:52.354635
books_toscrape,Penny Maybe,33.29,Default,Three,In stock (18 available),2025-09-24T12:40:53.164474
books_toscrape,Maude (1883-1993):She Grew Up with the country,18.02,Default,Two,In stock (18 available),2025-09-24T12:40:53.967061
books_toscrape,"In a Dark, Dark Wood",19.63,Mystery,One,In stock (18 available),2025-09-24T12:40:54.763753
books_toscrape,Behind Closed Doors,52.22,Thriller,Four,In stock (18 available),2025-09-24T12:40:55.562696
books_toscrape,You can't bury them all: Poems,33.63,Poetry,Two,In stock (17 available),2025-09-24T12:40:56.355831
books_toscrape,Slow States of Collapse: Poems,57.31,Poetry,Three,In stock (17 available),2025-09-24T12:40:59.234103
books_toscrape,Reasons to Stay Alive,26.41,Nonfiction,Two,In stock (17 available),2025-09-24T12:41:01.321858
books_toscrape,Private Paris (Private #10),47.61,Fiction,Five,In stock (17 available),2025-09-24T12:41:02.178785
books_toscrape,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,Nonfiction,Five,In stock (17 available),2025-09-24T12:41:03.062750
books_toscrape,Without Borders (Wanderlove #1),45.07,New Adult,Two,In stock (16 available),2025-09-24T12:41:03.932627
books_toscrape,When We Collided,31.77,Contemporary,One,In stock (16 available),2025-09-24T12:41:04.798772
books_toscrape,"We Love You, Charlie Freeman",50.27,Fiction,Five,In stock (16 available),2025-09-24T12:41:05.603866
books_toscrape,Untitled Collection: Sabbath Poems 2014,14.27,Poetry,Four,In stock (16 available),2025-09-24T12:41:06.411754
books_toscrape,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,Nonfiction,Four,In stock (16 available),2025-09-24T12:41:07.214595
books_toscrape,Unicorn Tracks,18.78,Fantasy,Three,In stock (16 available),2025-09-24T12:41:08.027776
books_toscrape,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,History,One,In stock (16 available),2025-09-24T12:41:09.840545
books_toscrape,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,Sequential Art,One,In stock (16 available),2025-09-24T12:41:11.237352
books_toscrape,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,Nonfiction,Three,In stock (16 available),2025-09-24T12:41:12.090723
books_toscrape,This One Summer,19.49,Sequential Art,Four,In stock (16 available),2025-09-24T12:41:12.920125
books_toscrape,Thirst,17.27,Fiction,Five,In stock (16 available),2025-09-24T12:41:13.707613
books_toscrape,The Torch Is Passed: A Harding Family Story,19.09,Add a comment,One,In stock (16 available),2025-09-24T12:41:14.511626
books_toscrape,The Secret of Dreadwillow Carse,56.13,Childrens,One,In stock (16 available),2025-09-24T12:41:15.323154
books_toscrape,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,Food and Drink,One,In stock (16 available),2025-09-24T12:41:16.150958
books_toscrape,The Past Never Ends,56.5,Mystery,Four,In stock (16 available),2025-09-24T12:41:16.966750
books_toscrape,The Natural History of Us (The Fine Art of Pretending #2),45.22,Young Adult,Three,In stock (16 available),2025-09-24T12:41:17.768144
books_toscrape,The Nameless City (The Nameless City #1),38.16,Sequential Art,Four,In stock (16 available),2025-09-24T12:41:20.663650
books_toscrape,The Murder That Never Was (Forensic Instincts #5),54.11,Fiction,Three,In stock (16 available),2025-09-24T12:41:21.450549
books_toscrape,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,Science,Four,In stock (16 available),2025-09-24T12:41:22.258108
books_toscrape,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,Add a comment,Four,In stock (16 available),2025-09-24T12:41:23.061342
books_toscrape,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,Nonfiction,Three,In stock (16 available),2025-09-24T12:41:23.870358
books_toscrape,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,Default,Five,In stock (16 available),2025-09-24T12:41:24.663148
books_toscrape,The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,Nonfiction,One,In stock (16 available),2025-09-24T12:41:25.454162
books_toscrape,The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,Nonfiction,One,In stock (16 available),2025-09-24T12:41:26.247771
books_toscrape,The Death of Humanity: and the Case for Life,58.11,Philosophy,Four,In stock (16 available),2025-09-24T12:41:27.053303
books_toscrape,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,Health,Three,In stock (16 available),2025-09-24T12:41:27.847415
books_toscrape,The Art Forger,40.76,Add a comment,Three,In stock (16 available),2025-09-24T12:41:28.647326
books_toscrape,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,History,One,In stock (16 available),2025-09-24T12:41:29.459374
books_toscrape,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,Spirituality,Five,In stock (16 available),2025-09-24T12:41:30.319991
books_toscrape,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,Nonfiction,Four,In stock (16 available),2025-09-24T12:41:31.122410
books_toscrape,Soul Reader,39.58,Default,Two,In stock (16 available),2025-09-24T12:41:31.913679
books_toscrape,Security,39.25,Horror,Two,In stock (16 available),2025-09-24T12:41:32.729292
books_toscrape,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,Fantasy,Three,In stock (16 available),2025-09-24T12:41:33.977485
books_toscrape,"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,Sequential Art,Two,In stock (16 available),2025-09-24T12:41:34.789367
books_toscrape,Reskilling America: Learning to Labor in the Twenty-First Century,19.83,Nonfiction,Two,In stock (16 available),2025-09-24T12:41:35.606719
books_toscrape,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,Sequential Art,Three,In stock (16 available),2025-09-24T12:41:36.391387
books_toscrape,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,Sequential Art,Five,In stock (16 available),2025-09-24T12:41:39.361508
books_toscrape,Princess Between Worlds (Wide-Awake Princess #5),13.34,Fantasy,Five,In stock (16 available),2025-09-24T12:41:40.227809
books_toscrape,"Pop Gun War, Volume 1: Gift",18.97,Sequential Art,One,In stock (16 available),2025-09-24T12:41:41.020420
books_toscrape,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,History,Two,In stock (16 available),2025-09-24T12:41:42.830753
books_toscrape,Patience,10.16,Sequential Art,Three,In stock (16 available),2025-09-24T12:41:43.635627
books_toscrape,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,Sequential Art,Four,In stock (16 available),2025-09-24T12:41:44.435171
books_toscrape,orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,Sequential Art,One,In stock (16 available),2025-09-24T12:41:45.246779
books_toscrape,Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,Self Help,One,In stock (16 available),2025-09-24T12:41:46.037568
books_toscrape,On a Midnight Clear,14.07,Add a comment,Three,In stock (16 available),2025-09-24T12:41:46.830557
books_toscrape,Obsidian (Lux #1),14.86,Young Adult,Two,In stock (16 available),2025-09-24T12:41:49.006717
books_toscrape,My Paris Kitchen: Recipes and Stories,33.37,Food and Drink,Two,In stock (16 available),2025-09-24T12:41:49.799734
books_toscrape,Masks and Shadows,56.4,Fantasy,Two,In stock (16 available),2025-09-24T12:41:50.594681
books_toscrape,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,Food and Drink,Four,In stock (16 available),2025-09-24T12:41:51.556071
books_toscrape,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,Sequential Art,Two,In stock (16 available),2025-09-24T12:41:52.353108
books_toscrape,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,Sequential Art,Three,In stock (16 available),2025-09-24T12:41:53.163220
books_toscrape,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,Sequential Art,Two,In stock (16 available),2025-09-24T12:41:53.958269
books_toscrape,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,Food and Drink,One,In stock (16 available),2025-09-24T12:41:54.765058
books_toscrape,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,Add a comment,Two,In stock (16 available),2025-09-24T12:41:55.558746
books_toscrape,Join,35.67,Science Fiction,Five,In stock (16 available),2025-09-24T12:41:56.374812
books_toscrape,In the Country We Love: My Family Divided,22.0,Nonfiction,Four,In stock (16 available),2025-09-24T12:41:57.175933
books_toscrape,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,Science,Five,In stock (16 available),2025-09-24T12:42:00.045096
books_toscrape,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,Sequential Art,Two,In stock (16 available),2025-09-24T12:42:00.847863
books_toscrape,I am a Hero Omnibus Volume 1,54.63,Sequential Art,Three,In stock (16 available),2025-09-24T12:42:01.666651
books_toscrape,How to Be Miserable: 40 Strategies You Already Use,46.03,Self Help,One,In stock (16 available),2025-09-24T12:42:02.585262
books_toscrape,Her Backup Boyfriend (The Sorensen Family #1),33.97,Romance,One,In stock (16 available),2025-09-24T12:42:03.430270
books_toscrape,"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,Sequential Art,Two,In stock (16 available),2025-09-24T12:42:04.227688
books_toscrape,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,Historical Fiction,Three,In stock (16 available),2025-09-24T12:42:05.041944
books_toscrape,First and First (Five Boroughs #3),15.97,Romance,Four,In stock (16 available),2025-09-24T12:42:05.965685
books_toscrape,Fifty Shades Darker (Fifty Shades #2),21.96,Romance,One,In stock (16 available),2025-09-24T12:42:06.754787
books_toscrape,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,Nonfiction,Two,In stock (16 available),2025-09-24T12:42:07.569082
books_toscrape,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,Religion,Two,In stock (16 available),2025-09-24T12:42:08.361021
books_toscrape,Danganronpa Volume 1,51.99,Sequential Art,Four,In stock (16 available),2025-09-24T12:42:09.155602
books_toscrape,Crown of Midnight (Throne of Glass #2),43.29,Fantasy,Three,In stock (16 available),2025-09-24T12:42:09.937215
books_toscrape,"Codename Baboushka, Volume 1: The Conclave of Death",36.72,Sequential Art,Four,In stock (16 available),2025-09-24T12:42:10.727234
books_toscrape,Camp Midnight,17.08,Sequential Art,Four,In stock (16 available),2025-09-24T12:42:11.519019
books_toscrape,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,Nonfiction,Five,In stock (16 available),2025-09-24T12:42:12.314103
books_toscrape,Burning,28.81,Young Adult,Three,In stock (16 available),2025-09-24T12:42:13.105856
books_toscrape,Bossypants,49.46,Default,Two,In stock (16 available),2025-09-24T12:42:13.935793
books_toscrape,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,Sequential Art,Two,In stock (16 available),2025-09-24T12:42:14.803796
books_toscrape,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,Fantasy,Two,In stock (16 available),2025-09-24T12:42:15.611581
books_toscrape,Algorithms to Live By: The Computer Science of Human Decisions,30.81,Nonfiction,One,In stock (16 available),2025-09-24T12:42:18.605534
books_toscrape,A World of Flavor: Your Gluten Free Passport,42.95,Default,One,In stock (16 available),2025-09-24T12:42:19.552864
books_toscrape,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,Default,Five,In stock (16 available),2025-09-24T12:42:20.380446
books_toscrape,A Murder in Time,16.64,Mystery,One,In stock (16 available),2025-09-24T12:42:21.170932
books_toscrape,A Flight of Arrows (The Pathfinders #2),55.53,Historical Fiction,Five,In stock (16 available),2025-09-24T12:42:21.968179
books_toscrape,A Fierce and Subtle Poison,28.13,Young Adult,Four,In stock (16 available),2025-09-24T12:42:22.750710
books_toscrape,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,Fantasy,One,In stock (16 available),2025-09-24T12:42:23.558735
books_toscrape,(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,Christian,Five,In stock (16 available),2025-09-24T12:42:24.364726
books_toscrape,You Are What You Love: The Spiritual Power of Habit,21.87,Religion,Four,In stock (15 available),2025-09-24T12:42:25.164112
books_toscrape,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,Science Fiction,Four,In stock (15 available),2025-09-24T12:42:26.033549
books_toscrape,Tuesday Nights in 1980,21.04,Fiction,Two,In stock (15 available),2025-09-24T12:42:27.191775
books_toscrape,Tracing Numbers on a Train,41.6,Default,Three,In stock (15 available),2025-09-24T12:42:28.020241
books_toscrape,Throne of Glass (Throne of Glass #1),35.07,Fantasy,Three,In stock (15 available),2025-09-24T12:42:28.819331
books_toscrape,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,History,One,In stock (15 available),2025-09-24T12:42:29.621277
books_toscrape,Thirteen Reasons Why,52.72,Default,One,In stock (15 available),2025-09-24T12:42:30.422147
books_toscrape,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,Childrens,Four,In stock (15 available),2025-09-24T12:42:31.243534
books_toscrape,The Wedding Dress,24.12,Romance,One,In stock (15 available),2025-09-24T12:42:32.068109
books_toscrape,The Vacationers,42.15,Fiction,Four,In stock (15 available),2025-09-24T12:42:32.882008
books_toscrape,The Third Wave: An Entrepreneur’s Vision of the Future,12.61,Business,Five,In stock (15 available),2025-09-24T12:42:33.686099
books_toscrape,The Stranger,17.44,Philosophy,Four,In stock (15 available),2025-09-24T12:42:34.476859
books_toscrape,The Shadow Hero (The Shadow Hero),33.14,Sequential Art,One,In stock (15 available),2025-09-24T12:42:37.352112
books_toscrape,The Secret (The Secret #1),27.37,Default,Four,In stock (15 available),2025-09-24T12:42:38.147196
books_toscrape,The Regional Office Is Under Attack!,51.36,Fiction,Five,In stock (15 available),2025-09-24T12:42:38.934381
books_toscrape,The Psychopath Test: A Journey Through the Madness Industry,36.0,Default,Two,In stock (15 available),2025-09-24T12:42:39.735956
books_toscrape,The Project,10.65,Science Fiction,One,In stock (15 available),2025-09-24T12:42:40.595979
books_toscrape,The Power of Now: A Guide to Spiritual Enlightenment,43.54,Nonfiction,Two,In stock (15 available),2025-09-24T12:42:41.470322
books_toscrape,The Omnivore's Dilemma: A Natural History of Four Meals,38.21,Nonfiction,Two,In stock (15 available),2025-09-24T12:42:42.305432
books_toscrape,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,Food and Drink,Five,In stock (15 available),2025-09-24T12:42:43.117005
books_toscrape,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,Mystery,Four,In stock (15 available),2025-09-24T12:42:43.910873
books_toscrape,The Mistake (Off-Campus #2),43.29,New Adult,Three,In stock (15 available),2025-09-24T12:42:44.725478
books_toscrape,The Matchmaker's Playbook (Wingmen Inc. #1),55.85,New Adult,One,In stock (15 available),2025-09-24T12:42:45.519610
books_toscrape,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,Food and Drink,Two,In stock (15 available),2025-09-24T12:42:46.321229
books_toscrape,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,Crime,One,In stock (15 available),2025-09-24T12:42:47.111235
books_toscrape,The Kite Runner,41.82,Default,Four,In stock (15 available),2025-09-24T12:42:47.919571
books_toscrape,The House by the Lake,36.95,Historical Fiction,One,In stock (15 available),2025-09-24T12:42:48.727584
books_toscrape,The Glittering Court (The Glittering Court #1),44.28,Fantasy,One,In stock (15 available),2025-09-24T12:42:50.542697
books_toscrape,The Girl on the Train,55.02,Default,Two,In stock (15 available),2025-09-24T12:42:51.387831
books_toscrape,The Genius of Birds,17.24,Nonfiction,One,In stock (15 available),2025-09-24T12:42:52.255157
books_toscrape,The Emerald Mystery,23.15,Default,Two,In stock (15 available),2025-09-24T12:42:53.183999
books_toscrape,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,Food and Drink,One,In stock (15 available),2025-09-24T12:42:54.003456
books_toscrape,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,Default,Three,In stock (15 available),2025-09-24T12:42:57.114534
books_toscrape,The Artist's Way: A Spiritual Path to Higher Creativity,38.49,Nonfiction,Five,In stock (15 available),2025-09-24T12:42:57.981540
books_toscrape,The Art of War,33.34,Default,Five,In stock (15 available),2025-09-24T12:42:58.785076
books_toscrape,The Argonauts,10.93,Autobiography,Two,In stock (15 available),2025-09-24T12:42:59.588926
books_toscrape,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,Business,Three,In stock (15 available),2025-09-24T12:43:00.399264
books_toscrape,Suddenly in Love (Lake Haven #1),55.99,Romance,Two,In stock (15 available),2025-09-24T12:43:01.189718
books_toscrape,Something More Than This,16.24,Romance,Four,In stock (15 available),2025-09-24T12:43:01.993446
books_toscrape,Soft Apocalypse,26.12,Science Fiction,Two,In stock (15 available),2025-09-24T12:43:02.806348
books_toscrape,So You've Been Publicly Shamed,12.23,Nonfiction,Two,In stock (15 available),2025-09-24T12:43:03.626979
books_toscrape,Shoe Dog: A Memoir by the Creator of NIKE,23.99,Business,Two,In stock (15 available),2025-09-24T12:43:04.527423
books_toscrape,"Shobu Samurai, Project Aryoku (#3)",29.06,Add a comment,Three,In stock (15 available),2025-09-24T12:43:05.433774
books_toscrape,Secrets and Lace (Fatal Hearts #1),20.27,Default,One,In stock (15 available),2025-09-24T12:43:06.234088
books_toscrape,Scarlett Epstein Hates It Here,43.55,Young Adult,Five,In stock (15 available),2025-09-24T12:43:07.123868
books_toscrape,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,Default,One,In stock (15 available),2025-09-24T12:43:07.947297
books_toscrape,Redeeming Love,20.47,Christian Fiction,Five,In stock (15 available),2025-09-24T12:43:08.743265
books_toscrape,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,Default,One,In stock (15 available),2025-09-24T12:43:09.547803
books_toscrape,Poems That Make Grown Women Cry,14.19,Poetry,Four,In stock (15 available),2025-09-24T12:43:10.363734
books_toscrape,"Nightingale, Sing",38.28,Young Adult,One,In stock (15 available),2025-09-24T12:43:11.178009
books_toscrape,Night Sky with Exit Wounds,41.05,Poetry,One,In stock (15 available),2025-09-24T12:43:11.970966
books_toscrape,Mrs. Houdini,30.25,Historical Fiction,Five,In stock (15 available),2025-09-24T12:43:12.768006
books_toscrape,Modern Romance,28.26,Add a comment,Five,In stock (15 available),2025-09-24T12:43:17.740248
books_toscrape,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,Default,One,In stock (15 available),2025-09-24T12:43:18.547219
books_toscrape,Louisa: The Extraordinary Life of Mrs. Adams,16.85,Biography,Two,In stock (15 available),2025-09-24T12:43:19.352855
books_toscrape,Little Red,13.47,Childrens,Three,In stock (15 available),2025-09-24T12:43:21.170446
books_toscrape,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,Young Adult,Five,In stock (15 available),2025-09-24T12:43:21.991925
books_toscrape,Large Print Heart of the Pride,19.15,Default,Two,In stock (15 available),2025-09-24T12:43:22.800394
books_toscrape,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,Womens Fiction,Four,In stock (15 available),2025-09-24T12:43:23.584264
books_toscrape,Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,Fantasy,One,In stock (15 available),2025-09-24T12:43:24.381591
books_toscrape,Grumbles,22.16,Default,Two,In stock (15 available),2025-09-24T12:43:25.176116
books_toscrape,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,49.43,Travel,Four,In stock (15 available),2025-09-24T12:43:25.976183
books_toscrape,Frostbite (Vampire Academy #2),29.99,Young Adult,Five,In stock (15 available),2025-09-24T12:43:26.785440
books_toscrape,Follow You Home,21.36,Horror,One,In stock (15 available),2025-09-24T12:43:27.595248
books_toscrape,First Steps for New Christians (Print Edition),29.0,Default,One,In stock (15 available),2025-09-24T12:43:28.399225
books_toscrape,Finders Keepers (Bill Hodges Trilogy #2),53.53,Fiction,Five,In stock (15 available),2025-09-24T12:43:29.297490
books_toscrape,"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,Sequential Art,Four,In stock (15 available),2025-09-24T12:43:30.154597
books_toscrape,Eureka Trivia 6.0,54.59,Default,Four,In stock (15 available),2025-09-24T12:43:30.985047
books_toscrape,Drive: The Surprising Truth About What Motivates Us,34.95,Default,Four,In stock (15 available),2025-09-24T12:43:31.928774
books_toscrape,Done Rubbed Out (Reightman & Bailey #1),37.72,Default,Five,In stock (15 available),2025-09-24T12:43:32.761481
books_toscrape,Doing It Over (Most Likely To #1),35.61,Romance,Three,In stock (15 available),2025-09-24T12:43:33.595150
books_toscrape,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,Food and Drink,Three,In stock (15 available),2025-09-24T12:43:34.401979
books_toscrape,Dark Notes,19.19,Erotica,Five,In stock (15 available),2025-09-24T12:43:37.459665
books_toscrape,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,Nonfiction,Three,In stock (15 available),2025-09-24T12:43:38.287152
books_toscrape,Close to You,49.46,Christian Fiction,Four,In stock (15 available),2025-09-24T12:43:39.083275
books_toscrape,Chasing Heaven: What Dying Taught Me About Living,37.8,Spirituality,Two,In stock (15 available),2025-09-24T12:43:41.560911
books_toscrape,Big Magic: Creative Living Beyond Fear,30.8,Nonfiction,Three,In stock (15 available),2025-09-24T12:43:42.505389
books_toscrape,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,Nonfiction,Two,In stock (15 available),2025-09-24T12:43:43.322807
books_toscrape,Beauty Restored (Riley Family Legacy Novellas #3),11.11,Default,Two,In stock (15 available),2025-09-24T12:43:44.121061
books_toscrape,Batman: The Long Halloween (Batman),36.5,Sequential Art,Two,In stock (15 available),2025-09-24T12:43:44.922670
books_toscrape,Batman: The Dark Knight Returns (Batman),15.38,Sequential Art,Five,In stock (15 available),2025-09-24T12:43:45.732629
books_toscrape,Ayumi's Violin,15.48,Default,Two,In stock (15 available),2025-09-24T12:43:46.548113
books_toscrape,Anonymous,46.82,Default,Four,In stock (15 available),2025-09-24T12:43:47.367069
books_toscrape,Amy Meets the Saints and Sages,18.46,Default,Three,In stock (15 available),2025-09-24T12:43:48.175749
books_toscrape,Amid the Chaos,36.58,Cultural,One,In stock (15 available),2025-09-24T12:43:49.088937
books_toscrape,Amatus,50.54,Default,Five,In stock (15 available),2025-09-24T12:43:49.898370
books_toscrape,Agnostic: A Spirited Manifesto,12.51,Nonfiction,Five,In stock (15 available),2025-09-24T12:43:50.690424
books_toscrape,Zealot: The Life and Times of Jesus of Nazareth,24.7,History,Three,In stock (14 available),2025-09-24T12:43:51.502446
